"116h -- Rakennukset (lkm, m2) käyttötarkoituksen ja lämmitysaineen mukaan, 2019"

"Rakennuksen lämmitysaine","Alue","Vuosi","Rakennuksen kerrosala (m2) Yhteensä","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"Kivihiili","Kustavi","2019",646,321,0,0,0,0,0,0,0,0,325,0,0
"Kivihiili","Kuusamo","2019",166,166,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Kyyjärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Kärkölä","2019",120,120,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Kärsämäki","2019",102,102,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Kökar","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lahti","2019",2567,1620,0,0,0,0,0,0,0,0,247,700,0
"Kivihiili","Laihia","2019",1127,1127,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Laitila","2019",798,708,0,0,0,0,0,0,0,0,90,0,0
"Kivihiili","Lapinjärvi","2019",685,685,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lapinlahti","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lappajärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lappeenranta","2019",30811,26890,572,0,2736,0,0,0,0,0,168,329,116
"Kivihiili","Lapua","2019",619,85,0,0,0,0,534,0,0,0,0,0,0
"Kivihiili","Laukaa","2019",2466,256,0,0,0,0,0,0,0,0,2210,0,0
"Kivihiili","Lemi","2019",655,655,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lemland","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lempäälä","2019",6020,5030,0,0,0,0,0,0,990,0,0,0,0
"Kivihiili","Leppävirta","2019",501,341,0,0,0,0,0,0,0,0,0,160,0
"Kivihiili","Lestijärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lieksa","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lieto","2019",10593,9309,0,0,0,0,0,0,0,0,1284,0,0
"Kivihiili","Liminka","2019",88,88,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Liperi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lohja","2019",11514,8986,0,0,775,0,0,0,0,0,1753,0,0
"Kivihiili","Loimaa","2019",3495,1264,351,1430,0,0,0,0,0,0,450,0,0
"Kivihiili","Loppi","2019",2971,2889,0,0,0,0,0,0,0,0,82,0,0
"Kivihiili","Loviisa","2019",5718,5543,0,0,0,0,0,0,0,0,175,0,0
"Kivihiili","Luhanka","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lumijoki","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Lumparland","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Luoto","2019",685,685,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Luumäki","2019",870,790,0,0,80,0,0,0,0,0,0,0,0
"Kivihiili","Maalahti","2019",84,84,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Maarianhamina - Mariehamn","2019",937,937,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Marttila","2019",711,415,0,0,0,0,296,0,0,0,0,0,0
"Kivihiili","Masku","2019",3704,3307,0,0,0,0,232,0,0,0,0,0,165
"Kivihiili","Merijärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Merikarvia","2019",2220,1820,0,0,0,0,0,0,0,400,0,0,0
"Kivihiili","Miehikkälä","2019",1008,1008,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Mikkeli","2019",1579,1156,0,0,423,0,0,0,0,0,0,0,0
"Kivihiili","Muhos","2019",1105,337,0,0,0,0,0,0,0,0,0,0,768
"Kivihiili","Multia","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Muonio","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Mustasaari","2019",4058,3716,0,0,0,0,342,0,0,0,0,0,0
"Kivihiili","Muurame","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Mynämäki","2019",1569,520,0,0,0,0,85,0,0,0,964,0,0
"Kivihiili","Myrskylä","2019",255,255,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Mäntsälä","2019",5352,3875,300,0,520,360,200,0,0,0,97,0,0
"Kivihiili","Mänttä-Vilppula","2019",84,84,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Mäntyharju","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Naantali","2019",4708,2506,0,0,0,0,0,0,0,0,2202,0,0
"Kivihiili","Nakkila","2019",5735,4567,0,0,200,607,0,0,0,0,361,0,0
"Kivihiili","Nivala","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Nokia","2019",5220,4524,221,0,0,0,0,0,0,340,135,0,0
"Kivihiili","Nousiainen","2019",1981,1838,0,0,0,0,0,0,0,0,0,0,143
"Kivihiili","Nurmes","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Nurmijärvi","2019",16727,9657,0,0,200,0,0,0,0,0,6870,0,0
"Kivihiili","Närpiö","2019",712,712,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Orimattila","2019",1587,1243,0,0,0,0,0,0,0,0,344,0,0
"Kivihiili","Oripää","2019",465,115,0,0,0,0,0,0,0,350,0,0,0
"Kivihiili","Orivesi","2019",191,191,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Oulainen","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Oulu","2019",18696,16933,0,500,150,0,0,0,0,873,240,0,0
"Kivihiili","Outokumpu","2019",158,158,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Padasjoki","2019",477,477,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Paimio","2019",2387,2387,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Paltamo","2019",148,148,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Parainen","2019",7331,7303,0,0,0,28,0,0,0,0,0,0,0
"Kivihiili","Parikkala","2019",398,398,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Parkano","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pedersören kunta","2019",1531,1243,0,0,0,0,0,0,0,0,0,0,288
"Kivihiili","Pelkosenniemi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pello","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Perho","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pertunmaa","2019",605,130,0,0,0,0,0,475,0,0,0,0,0
"Kivihiili","Petäjävesi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pieksämäki","2019",121,121,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pielavesi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pietarsaari","2019",2106,1536,0,0,0,570,0,0,0,0,0,0,0
"Kivihiili","Pihtipudas","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pirkkala","2019",2442,2442,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Polvijärvi","2019",333,93,0,0,0,0,0,0,0,0,0,240,0
"Kivihiili","Pomarkku","2019",661,661,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pori","2019",83361,40089,1493,145,721,0,870,0,0,168,39875,0,0
"Kivihiili","Pornainen","2019",1592,1192,0,0,180,220,0,0,0,0,0,0,0
"Kivihiili","Porvoo","2019",12120,9774,0,0,828,0,0,0,0,0,1518,0,0
"Kivihiili","Posio","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pudasjärvi","2019",228,228,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pukkila","2019",471,471,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Punkalaidun","2019",200,200,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Puolanka","2019",178,178,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Puumala","2019",92,92,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pyhtää","2019",2855,2855,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pyhäjoki","2019",378,378,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pyhäjärvi","2019",206,206,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pyhäntä","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pyhäranta","2019",821,821,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Pälkäne","2019",602,484,0,0,0,0,118,0,0,0,0,0,0
"Kivihiili","Pöytyä","2019",1826,1826,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Raahe","2019",4778,4778,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Raasepori","2019",18162,17251,0,160,660,0,0,0,21,0,0,0,70
"Kivihiili","Raisio","2019",7905,7534,0,0,130,0,141,0,0,0,100,0,0
"Kivihiili","Rantasalmi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Ranua","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Rauma","2019",13986,11918,0,357,346,80,380,0,310,302,0,293,0
"Kivihiili","Rautalampi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Rautavaara","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Rautjärvi","2019",288,288,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Reisjärvi","2019",100,100,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Riihimäki","2019",8036,7409,0,0,0,0,0,0,149,0,478,0,0
"Kivihiili","Ristijärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Rovaniemi","2019",327,327,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Ruokolahti","2019",1753,1753,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Ruovesi","2019",568,218,0,0,0,0,0,0,350,0,0,0,0
"Kivihiili","Rusko","2019",1540,1540,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Rääkkylä","2019",176,176,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Saarijärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Salla","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Salo","2019",9431,5896,0,0,0,0,320,0,0,0,3146,0,69
"Kivihiili","Saltvik","2019",85,85,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sastamala","2019",5044,4012,0,0,150,0,165,0,0,0,717,0,0
"Kivihiili","Sauvo","2019",841,841,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Savitaipale","2019",229,229,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Savonlinna","2019",605,605,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Savukoski","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Seinäjoki","2019",438,438,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sievi","2019",243,243,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Siikainen","2019",352,0,0,0,352,0,0,0,0,0,0,0,0
"Kivihiili","Siikajoki","2019",409,409,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Siikalatva","2019",441,341,0,0,0,0,100,0,0,0,0,0,0
"Kivihiili","Siilinjärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Simo","2019",1375,1250,0,0,0,0,0,0,0,0,125,0,0
"Kivihiili","Sipoo","2019",13930,13830,0,0,0,0,0,0,0,0,100,0,0
"Kivihiili","Siuntio","2019",3259,3259,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sodankylä","2019",216,216,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Soini","2019",119,119,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Somero","2019",1423,1423,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sonkajärvi","2019",118,118,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sotkamo","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sottunga","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sulkava","2019",636,266,0,0,0,0,0,0,0,0,370,0,0
"Kivihiili","Sund","2019",67,67,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Suomussalmi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Suonenjoki","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Sysmä","2019",180,180,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Säkylä","2019",1498,1267,0,0,0,0,0,0,0,0,198,33,0
"Kivihiili","Taipalsaari","2019",1286,1286,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Taivalkoski","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Taivassalo","2019",1252,1107,0,0,0,0,0,0,0,0,145,0,0
"Kivihiili","Tammela","2019",285,285,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Tampere","2019",17156,14470,100,2093,0,0,0,0,0,0,493,0,0
"Kivihiili","Tervo","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Tervola","2019",160,160,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Teuva","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Tohmajärvi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Toholampi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Toivakka","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Tornio","2019",1509,1509,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Turku","2019",55736,33146,4073,3385,1215,2093,158,0,0,0,1693,9973,0
"Kivihiili","Tuusniemi","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Tuusula","2019",8955,8041,270,267,0,0,200,0,0,0,0,0,177
"Kivihiili","Tyrnävä","2019",691,554,0,0,0,0,0,137,0,0,0,0,0
"Kivihiili","Ulvila","2019",5491,5337,0,0,0,0,154,0,0,0,0,0,0
"Kivihiili","Urjala","2019",378,378,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Utajärvi","2019",142,142,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Utsjoki","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Uurainen","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Uusikaarlepyy","2019",190,190,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Uusikaupunki","2019",1552,979,0,0,0,0,0,0,0,0,573,0,0
"Kivihiili","Vaala","2019",90,90,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vaasa","2019",48310,10278,0,3683,0,0,0,0,0,0,32626,1480,243
"Kivihiili","Valkeakoski","2019",3298,3298,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vantaa","2019",35223,25712,0,0,0,361,0,0,0,8993,0,0,157
"Kivihiili","Varkaus","2019",8327,110,0,0,0,0,0,0,0,0,8217,0,0
"Kivihiili","Vehmaa","2019",644,270,0,374,0,0,0,0,0,0,0,0,0
"Kivihiili","Vesanto","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vesilahti","2019",346,346,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Veteli","2019",177,177,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vieremä","2019",160,160,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vihti","2019",4718,4524,194,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Viitasaari","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vimpeli","2019",120,120,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Virolahti","2019",1071,1071,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Virrat","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vårdö","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Vöyri","2019",662,478,0,0,0,0,0,0,0,0,184,0,0
"Kivihiili","Ylitornio","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Ylivieska","2019",316,316,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Ylöjärvi","2019",7843,6783,0,320,200,0,290,0,0,0,250,0,0
"Kivihiili","Ypäjä","2019",270,150,0,0,0,0,0,0,0,0,120,0,0
"Kivihiili","Ähtäri","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kivihiili","Äänekoski","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Puu, turve","KOKO MAA","2019",35157694,30085159,192197,260059,479941,68096,303334,97867,243559,427288,2483187,351257,165750
"Puu, turve","Akaa","2019",132717,105860,1557,388,1165,554,935,0,1888,0,17182,2134,1054
"Puu, turve","Alajärvi","2019",238913,188878,0,0,5018,3515,1133,0,1229,2667,33928,1173,1372
"Puu, turve","Alavieska","2019",62653,55350,0,0,98,0,65,0,366,0,6532,242,0
"Puu, turve","Alavus","2019",282290,201418,820,785,15114,179,5533,0,883,596,53078,3576,308
"Puu, turve","Asikkala","2019",147098,119307,530,0,3106,0,324,75,752,1098,20192,1692,22
"Puu, turve","Askola","2019",61154,58159,829,300,245,0,218,0,190,0,1184,29,0
"Puu, turve","Aura","2019",34137,30724,247,116,108,369,353,156,75,0,1748,0,241
"Puu, turve","Brändö","2019",8000,7327,0,0,144,0,0,0,0,0,529,0,0
"Puu, turve","Eckerö","2019",13529,12565,0,0,672,0,112,0,0,0,120,60,0
"Puu, turve","Enonkoski","2019",41410,35635,2590,0,646,0,591,0,200,0,1723,0,25
"Puu, turve","Enontekiö","2019",62893,51620,1289,1200,3009,1932,109,0,341,2957,436,0,0
"Puu, turve","Espoo","2019",64626,54613,158,1343,1328,337,92,118,683,390,2018,1859,1687
"Puu, turve","Eura","2019",191060,159838,1598,0,1156,55,1007,350,1107,1952,21322,800,1875
"Puu, turve","Eurajoki","2019",149725,132521,0,0,1212,819,932,0,1012,0,10930,2299,0
"Puu, turve","Evijärvi","2019",53061,43216,0,0,260,0,559,0,425,0,8387,0,214
"Puu, turve","Finström","2019",21838,20660,0,0,115,0,408,0,160,0,495,0,0
"Puu, turve","Forssa","2019",91209,75857,336,8133,2689,0,815,0,513,750,326,1555,235
"Puu, turve","Föglö","2019",10920,10465,0,0,270,0,0,0,0,0,185,0,0
"Puu, turve","Geta","2019",10221,9951,0,0,270,0,0,0,0,0,0,0,0
"Puu, turve","Haapajärvi","2019",128923,113016,346,190,778,502,639,1200,385,5493,4820,0,1554
"Puu, turve","Haapavesi","2019",133475,115740,480,0,381,1044,1649,0,0,2808,6952,3971,450
"Puu, turve","Hailuoto","2019",29245,26726,0,0,645,0,11,0,338,1472,53,0,0
"Puu, turve","Halsua","2019",29845,27110,0,0,171,0,127,0,85,0,2182,0,170
"Puu, turve","Hamina","2019",142983,118498,864,166,289,701,1575,0,729,2027,17735,381,18
"Puu, turve","Hammarland","2019",20121,15163,161,0,230,0,52,0,998,0,1588,1783,146
"Puu, turve","Hankasalmi","2019",126573,115776,0,0,1755,0,254,0,3034,0,4937,540,277
"Puu, turve","Hanko","2019",29050,22873,1312,2580,196,0,1311,0,0,0,578,200,0
"Puu, turve","Harjavalta","2019",60584,37867,90,124,0,0,0,0,41,2486,14137,5555,284
"Puu, turve","Hartola","2019",92581,67342,0,167,1356,237,819,365,602,0,19588,2105,0
"Puu, turve","Hattula","2019",76393,68833,280,378,792,440,959,175,567,1354,2149,200,266
"Puu, turve","Hausjärvi","2019",81188,73122,0,0,905,170,784,0,820,0,5132,145,110
"Puu, turve","Heinola","2019",170334,115795,0,1359,3654,1714,392,0,1001,0,43523,2896,0
"Puu, turve","Heinävesi","2019",88414,77010,121,0,2005,0,904,3124,1268,1690,2110,0,182
"Puu, turve","Helsinki","2019",95959,43983,4888,23040,6840,389,3041,2793,2023,794,457,2951,4760
"Puu, turve","Hirvensalmi","2019",78016,66627,0,0,619,2613,0,0,913,731,5778,362,373
"Puu, turve","Hollola","2019",165641,127952,0,795,1080,360,3074,425,400,2814,22005,6009,727
"Puu, turve","Honkajoki","2019",58445,46543,1463,0,637,0,1027,123,0,0,4581,4071,0
"Puu, turve","Huittinen","2019",145432,131223,472,0,504,413,1707,1716,588,2409,5892,433,75
"Puu, turve","Humppila","2019",50311,41074,0,412,50,0,783,0,0,0,2882,435,4675
"Puu, turve","Hyrynsalmi","2019",69684,64162,0,415,1052,0,516,0,0,343,2333,615,248
"Puu, turve","Hyvinkää","2019",69952,59328,0,1842,200,1623,4105,250,149,0,2022,330,103
"Puu, turve","Hämeenkyrö","2019",130198,113160,0,211,1622,65,0,2159,599,3450,6996,627,1309
"Puu, turve","Hämeenlinna","2019",379530,310233,5495,6008,19776,291,1755,2335,1357,1030,26600,3720,930
"Puu, turve","Ii","2019",114319,102107,273,0,1792,0,867,699,2003,2139,4122,60,257
"Puu, turve","Iisalmi","2019",200580,181104,1486,565,2821,87,1516,130,777,1446,7276,2721,651
"Puu, turve","Iitti","2019",112936,93559,383,0,886,0,100,0,336,0,17389,0,283
"Puu, turve","Ikaalinen","2019",107839,94584,0,0,865,60,1743,2216,883,402,6536,240,310
"Puu, turve","Ilmajoki","2019",228415,193254,0,1107,2870,0,1437,706,916,5726,19561,2838,0
"Puu, turve","Ilomantsi","2019",114447,98034,0,180,2251,1081,2215,90,1951,5646,2969,30,0
"Puu, turve","Imatra","2019",81881,78306,676,0,341,0,595,366,680,0,917,0,0
"Puu, turve","Inari","2019",95160,78026,2436,0,4288,192,448,103,230,3861,4526,0,1050
"Puu, turve","Inkoo","2019",50091,45220,0,0,2416,105,86,0,869,0,1147,13,235
"Puu, turve","Isojoki","2019",75499,65835,424,0,736,310,156,0,544,1130,5724,340,300
"Puu, turve","Isokyrö","2019",87745,73927,0,0,4214,0,1191,101,400,0,7075,0,837
"Puu, turve","Janakkala","2019",130447,111397,599,1551,813,64,1485,206,1342,354,2950,3412,6274
"Puu, turve","Joensuu","2019",414590,334073,5316,2624,4004,2313,3799,1174,1690,6043,51564,1695,295
"Puu, turve","Jokioinen","2019",56035,46593,0,0,854,0,1591,0,618,1690,3396,680,613
"Puu, turve","Jomala","2019",25764,23772,0,0,231,0,691,0,0,0,264,504,302
"Puu, turve","Joroinen","2019",93906,86377,645,0,674,338,772,0,2123,888,1343,746,0
"Puu, turve","Joutsa","2019",97686,87938,0,0,1579,0,883,190,1056,0,5420,581,39
"Puu, turve","Juuka","2019",122970,113552,428,0,1642,732,532,1175,621,1159,2899,32,198
"Puu, turve","Juupajoki","2019",52772,37559,630,331,0,0,1867,600,200,0,10992,78,515
"Puu, turve","Juva","2019",150756,130963,508,0,2649,0,596,0,776,2222,11462,952,628
"Puu, turve","Jyväskylä","2019",391016,347909,3148,2995,2053,745,1266,85,719,2704,25835,3244,313
"Puu, turve","Jämijärvi","2019",39500,36319,0,0,323,0,61,0,276,0,2098,423,0
"Puu, turve","Jämsä","2019",280281,248563,1076,920,8036,0,3763,0,1808,2644,10872,1451,1148
"Puu, turve","Järvenpää","2019",19280,15767,2058,0,17,0,106,38,49,0,1113,0,132
"Puu, turve","Kaarina","2019",92732,56752,665,0,260,643,619,631,775,0,30620,1071,696
"Puu, turve","Kaavi","2019",79898,71656,0,478,421,0,332,289,1317,1570,3835,0,0
"Puu, turve","Kajaani","2019",198682,172653,324,532,1803,0,14724,417,1082,4772,1107,415,853
"Puu, turve","Kalajoki","2019",228956,196301,2149,0,3109,1280,607,0,791,912,21412,2021,374
"Puu, turve","Kangasala","2019",148812,134191,4197,340,2538,112,612,0,1985,0,3034,835,968
"Puu, turve","Kangasniemi","2019",165866,137493,1363,0,1582,0,438,0,1074,1686,17480,4714,36
"Puu, turve","Kankaanpää","2019",130675,117590,201,1208,1046,119,1024,0,517,0,8074,863,33
"Puu, turve","Kannonkoski","2019",52233,36547,1909,0,4723,0,120,0,5164,420,3270,80,0
"Puu, turve","Kannus","2019",68782,62504,0,0,0,0,0,0,300,0,4546,859,573
"Puu, turve","Karijoki","2019",40242,36653,0,0,0,0,50,0,177,0,2394,968,0
"Puu, turve","Karkkila","2019",55225,50540,221,1046,334,0,0,12,1308,0,1588,98,78
"Puu, turve","Karstula","2019",103596,85641,446,647,418,1567,1004,0,877,520,11897,470,109
"Puu, turve","Karvia","2019",89912,79833,0,0,408,171,366,887,834,0,7333,0,80
"Puu, turve","Kaskinen","2019",9548,5591,0,0,0,275,360,0,180,0,2630,512,0
"Puu, turve","Kauhajoki","2019",348982,241350,2220,1315,8280,1087,5474,198,675,3197,81144,2626,1416
"Puu, turve","Kauhava","2019",283656,222539,946,4680,1345,34,745,0,606,0,45461,2717,4583
"Puu, turve","Kauniainen","2019",3916,3916,0,0,0,0,0,0,0,0,0,0,0
"Puu, turve","Kaustinen","2019",58243,46080,35,0,0,0,575,480,0,0,10428,360,285
"Puu, turve","Keitele","2019",66351,50602,0,0,202,140,580,0,405,232,2808,11382,0
"Puu, turve","Kemi","2019",52540,36840,0,843,22,0,429,0,886,0,13276,28,216
"Puu, turve","Kemijärvi","2019",120009,105934,2161,0,2098,117,200,0,873,3872,4425,0,329
"Puu, turve","Keminmaa","2019",52879,43709,0,0,2186,0,0,0,1825,0,4390,769,0
"Puu, turve","Kemiönsaari","2019",122676,111696,148,3922,2605,132,466,34,950,0,1476,455,792
"Puu, turve","Kempele","2019",29533,26160,0,0,0,0,1009,0,0,0,1879,465,20
"Puu, turve","Kerava","2019",10422,8181,158,227,0,0,0,0,0,0,1263,593,0
"Puu, turve","Keuruu","2019",168555,135735,1433,2166,4244,0,580,951,2468,6977,13137,28,836
"Puu, turve","Kihniö","2019",67737,52989,0,346,423,0,428,0,220,350,7903,5078,0
"Puu, turve","Kinnula","2019",47174,42788,0,0,1783,0,0,0,0,0,1323,366,914
"Puu, turve","Kirkkonummi","2019",70474,63002,0,885,226,68,1593,1193,109,0,3022,258,118
"Puu, turve","Kitee","2019",229549,175896,1494,0,4583,0,1621,2045,1871,5659,36100,255,25
"Puu, turve","Kittilä","2019",114273,95326,147,587,3124,164,665,0,1308,10596,1773,300,283
"Puu, turve","Kiuruvesi","2019",185975,170143,0,0,2250,711,1076,644,1805,3468,5053,710,115
"Puu, turve","Kivijärvi","2019",35417,31066,365,0,504,246,554,0,0,420,2262,0,0
"Puu, turve","Kokemäki","2019",130794,118079,413,0,1285,0,1135,668,878,1852,4757,300,1427
"Puu, turve","Kokkola","2019",246786,221521,0,260,1383,0,1645,1006,1634,262,13245,2762,3068
