"116g -- Rakennukset käyttötarkoituksen ja valmistumisvuoden mukaan, 2019"

"Valmistumisvuosi","Alue","Vuosi","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"1990 - 1999","Joutsa","2019",23981,14272,0,5449,49,1275,2458,54,0,3413,4891,0
"1990 - 1999","Juuka","2019",27714,5978,0,3167,1124,792,6607,3389,0,21327,1382,48
"1990 - 1999","Juupajoki","2019",10683,3260,0,1009,4421,2028,0,217,2240,7493,15640,337
"1990 - 1999","Juva","2019",35033,8735,3911,8392,0,8371,2992,729,379,4377,2430,0
"1990 - 1999","Jyväskylä","2019",372534,170326,485407,116142,62208,41004,20371,27687,85554,91818,22904,9670
"1990 - 1999","Jämijärvi","2019",11917,2857,0,0,0,1470,0,46,0,1454,2624,131
"1990 - 1999","Jämsä","2019",109789,32767,27026,15574,8593,9488,5346,6166,8827,18183,30037,2454
"1990 - 1999","Järvenpää","2019",121767,89113,99231,40204,6678,11578,8134,8318,7387,33572,3839,369
"1990 - 1999","Kaarina","2019",133895,63809,36016,5629,8135,9708,7324,604,1870,44239,10639,1164
"1990 - 1999","Kaavi","2019",17147,7551,717,1620,145,380,1886,466,0,5687,1008,0
"1990 - 1999","Kajaani","2019",134731,36250,55748,45857,985,16585,6380,12497,4865,12329,17940,9659
"1990 - 1999","Kalajoki","2019",63493,9046,2837,12735,1215,2647,3932,11761,1469,21464,23453,340
"1990 - 1999","Kangasala","2019",136920,25526,29517,16502,2867,3870,6419,8476,2509,47737,14626,3479
"1990 - 1999","Kangasniemi","2019",31319,9007,1700,4313,4216,3503,0,1292,0,3109,2303,1010
"1990 - 1999","Kankaanpää","2019",67171,10939,8517,2451,6058,7909,18578,3140,3628,27222,8073,658
"1990 - 1999","Kannonkoski","2019",5965,1171,0,1084,0,1054,1527,2152,0,2626,759,0
"1990 - 1999","Kannus","2019",31330,7283,2568,7589,2724,22,4146,900,3694,12763,3169,0
"1990 - 1999","Karijoki","2019",6793,1043,0,384,0,21,1489,0,0,11740,2297,0
"1990 - 1999","Karkkila","2019",30121,12322,7145,9850,1628,7670,3270,38,0,32816,6091,1234
"1990 - 1999","Karstula","2019",25838,9450,0,5054,3988,702,288,913,0,6228,4005,109
"1990 - 1999","Karvia","2019",15143,2700,0,329,0,1821,604,677,0,6701,1845,0
"1990 - 1999","Kaskinen","2019",3585,0,0,0,709,157,0,0,1592,3303,14432,51
"1990 - 1999","Kauhajoki","2019",72281,17602,4535,9021,2156,3066,347,172,0,17210,4969,204
"1990 - 1999","Kauhava","2019",83560,17764,10196,302,441,6368,6966,4004,1488,39129,9465,1541
"1990 - 1999","Kauniainen","2019",43618,14303,12352,2069,5593,757,6578,1071,0,0,0,0
"1990 - 1999","Kaustinen","2019",26433,5066,840,7838,910,2556,476,3800,1062,9638,1955,0
"1990 - 1999","Keitele","2019",11184,5039,0,1034,32,3034,1513,61,113,19557,20400,104
"1990 - 1999","Kemi","2019",60673,12753,46788,13021,5924,9964,460,4732,0,59648,29256,60
"1990 - 1999","Kemijärvi","2019",38030,5177,8546,1684,3290,3861,0,1103,2763,7394,3446,77
"1990 - 1999","Keminmaa","2019",57601,15691,0,8315,2675,4812,3827,429,41,12321,6834,65
"1990 - 1999","Kemiönsaari","2019",30318,3377,2008,9624,1575,3287,152,1389,0,44555,3931,163
"1990 - 1999","Kempele","2019",107153,36025,14867,46132,11814,7240,2207,6531,12169,19341,4716,1827
"1990 - 1999","Kerava","2019",80728,28183,127406,22220,9522,8536,3602,1546,11215,95362,18884,306
"1990 - 1999","Keuruu","2019",37560,8267,10278,13196,2537,6650,6858,4819,238,16185,2653,1563
"1990 - 1999","Kihniö","2019",12448,1506,0,797,188,1405,1184,312,0,4126,1066,0
"1990 - 1999","Kinnula","2019",10464,617,0,869,0,42,0,990,0,2294,77,616
"1990 - 1999","Kirkkonummi","2019",224186,46505,49673,29200,9087,8569,7376,10779,10607,20750,3996,224
"1990 - 1999","Kitee","2019",58748,6372,7342,3900,1570,13050,0,5113,1504,12688,8143,607
"1990 - 1999","Kittilä","2019",34591,6162,9219,31846,361,2350,3356,217,0,2324,988,923
"1990 - 1999","Kiuruvesi","2019",40157,8127,5891,3970,252,5254,5079,515,902,15856,5421,45
"1990 - 1999","Kivijärvi","2019",6374,2040,780,1204,40,558,0,876,0,546,1055,187
"1990 - 1999","Kokemäki","2019",34186,5806,1664,5369,4045,7384,5172,5422,2308,3701,13218,328
"1990 - 1999","Kokkola","2019",209525,32643,57308,27330,1059,19282,10665,18816,7604,43609,62288,535
"1990 - 1999","Kolari","2019",24141,6153,0,26218,801,3464,287,442,0,2204,1798,1460
"1990 - 1999","Konnevesi","2019",13965,3911,0,856,1933,912,1426,42,1310,1346,193,0
"1990 - 1999","Kontiolahti","2019",112943,19176,0,2908,235,7347,2484,6082,0,47677,3176,188
"1990 - 1999","Korsnäs","2019",16313,1820,0,4187,0,1948,0,188,2237,2476,2050,616
"1990 - 1999","Koski Tl","2019",12789,2113,1650,16,646,2549,0,2164,1522,8065,1234,66
"1990 - 1999","Kotka","2019",100739,37236,96076,44192,25155,22732,6119,2562,2602,39376,121777,2771
"1990 - 1999","Kouvola","2019",280004,106109,124273,35766,25976,33360,25124,20153,8529,104746,42327,8296
"1990 - 1999","Kristiinankaupunki","2019",30897,6708,0,6842,1474,6238,1544,1175,3940,14461,9187,960
"1990 - 1999","Kruunupyy","2019",35394,1648,829,892,4125,8040,4470,2376,159,4259,6129,120
"1990 - 1999","Kuhmo","2019",36844,8800,6307,2955,3661,5527,4028,4943,0,6528,5289,176
"1990 - 1999","Kuhmoinen","2019",12096,3590,4621,1388,0,2032,2540,923,0,9883,808,1014
"1990 - 1999","Kumlinge","2019",2017,0,0,489,0,370,0,129,0,0,0,0
"1990 - 1999","Kuopio","2019",370155,124903,309530,102769,31492,38558,36542,24164,60665,50320,33315,6502
"1990 - 1999","Kuortane","2019",15585,5249,1366,2060,0,2752,1428,2289,2359,4262,2652,1125
"1990 - 1999","Kurikka","2019",109353,20050,4759,21882,5145,18296,3660,3062,14145,45875,21944,285
"1990 - 1999","Kustavi","2019",5416,804,0,1340,39,1642,506,0,0,2752,949,9
"1990 - 1999","Kuusamo","2019",100952,23858,33705,73180,5745,11183,3554,10546,7588,19441,7490,216
"1990 - 1999","Kyyjärvi","2019",6097,1467,0,5950,0,1180,1103,117,0,3998,121,0
"1990 - 1999","Kärkölä","2019",25308,5293,0,2176,6335,2255,554,266,0,35546,19024,1353
"1990 - 1999","Kärsämäki","2019",12806,4196,0,269,106,472,441,644,0,1512,901,0
"1990 - 1999","Kökar","2019",2399,386,0,1143,0,303,315,388,0,79,0,190
"1990 - 1999","Lahti","2019",295952,71268,372612,105915,12652,41833,24434,16697,13290,235860,74725,3334
"1990 - 1999","Laihia","2019",33281,11699,6549,5131,30,4719,1569,1947,801,2481,3357,0
"1990 - 1999","Laitila","2019",28980,5673,4794,182,742,7478,1530,5618,2297,26055,7487,0
"1990 - 1999","Lapinjärvi","2019",12576,3499,0,803,178,5910,1357,70,0,2606,340,0
"1990 - 1999","Lapinlahti","2019",56891,13306,4492,2980,2509,1621,3297,6873,1501,11817,3096,198
"1990 - 1999","Lappajärvi","2019",21078,1446,3560,6791,0,1071,783,85,0,2285,1538,0
"1990 - 1999","Lappeenranta","2019",236075,46316,261386,52456,23385,24800,9662,10705,2408,117324,78282,783
"1990 - 1999","Lapua","2019",80236,13024,9473,16194,1902,10355,2723,1354,2917,38054,7932,72
"1990 - 1999","Laukaa","2019",91331,28661,5654,4046,4102,10640,4094,2659,5996,6899,3265,422
"1990 - 1999","Lemi","2019",26388,5499,0,387,0,2719,0,235,4645,772,891,0
"1990 - 1999","Lemland","2019",14529,698,0,33,0,2434,283,60,0,0,0,0
"1990 - 1999","Lempäälä","2019",98637,18097,18319,10990,4823,2803,1392,6036,1141,18738,6558,38
"1990 - 1999","Leppävirta","2019",72051,14693,0,5032,1937,2397,0,5177,1912,13246,3252,0
"1990 - 1999","Lestijärvi","2019",6894,730,0,604,0,766,688,80,0,1200,98,0
"1990 - 1999","Lieksa","2019",41798,5427,10443,17730,212,6608,596,1684,227,10478,9300,0
"1990 - 1999","Lieto","2019",129036,17357,22514,3274,8608,16263,9397,5712,4822,27462,17908,515
"1990 - 1999","Liminka","2019",53070,8282,1147,5286,0,7778,1637,3963,5870,2456,4347,1173
"1990 - 1999","Liperi","2019",68931,19239,5730,8843,837,10714,2223,1830,1185,25559,4306,0
"1990 - 1999","Lohja","2019",216522,49743,57723,25699,1434,17651,11167,7292,18759,109900,17473,1409
"1990 - 1999","Loimaa","2019",63742,18940,8122,15963,1331,14042,3432,6223,1050,23621,15969,0
"1990 - 1999","Loppi","2019",41188,13012,950,6308,0,3647,1124,1955,5199,4690,7845,55
"1990 - 1999","Loviisa","2019",61631,9269,4248,3997,2557,12516,4255,2844,0,10757,34352,781
"1990 - 1999","Luhanka","2019",3412,1868,0,761,0,786,0,0,0,324,159,0
"1990 - 1999","Lumijoki","2019",11284,2890,0,0,486,577,2120,0,0,267,40,0
"1990 - 1999","Lumparland","2019",2938,1018,0,115,31,1508,0,0,0,85,140,0
"1990 - 1999","Luoto","2019",28067,1900,0,448,0,531,429,440,0,5460,157,225
"1990 - 1999","Luumäki","2019",31064,8266,2563,4405,3276,3122,0,3431,0,6862,10880,0
"1990 - 1999","Maalahti","2019",31883,2950,0,1462,311,3579,785,0,0,11847,1612,1272
"1990 - 1999","Maarianhamina - Mariehamn","2019",29739,1707,26959,10701,7205,3342,0,5198,2674,5476,5857,2215
"1990 - 1999","Marttila","2019",13351,3501,507,0,147,3794,0,1223,0,611,1630,1190
"1990 - 1999","Masku","2019",69833,14842,0,4783,0,6615,4511,3722,8608,8495,1309,1312
"1990 - 1999","Merijärvi","2019",7519,2004,0,394,540,1108,0,383,0,2583,278,0
"1990 - 1999","Merikarvia","2019",17739,4107,1190,763,584,2478,1119,976,0,6462,8253,14010
"1990 - 1999","Miehikkälä","2019",13908,2714,1298,822,588,3792,2857,248,0,1138,1265,0
"1990 - 1999","Mikkeli","2019",236008,71832,131783,77543,15796,18416,10088,10755,21332,37932,12116,4343
"1990 - 1999","Muhos","2019",50073,10152,3154,2598,0,924,2283,6140,7002,2650,1578,137
"1990 - 1999","Multia","2019",10815,1549,0,351,0,1147,1338,33,0,1580,283,0
"1990 - 1999","Muonio","2019",16497,0,0,9665,0,9148,357,2086,1765,214,638,140
"1990 - 1999","Mustasaari","2019",102641,10987,2926,10455,147,23120,2157,1140,3260,21393,1413,787
"1990 - 1999","Muurame","2019",58143,18735,22711,2378,796,2241,3640,0,0,5017,1259,61
"1990 - 1999","Mynämäki","2019",39349,12335,0,1453,1511,3914,178,3569,9175,4591,3819,896
"1990 - 1999","Myrskylä","2019",14978,2073,0,0,924,2470,0,53,0,572,2110,25
"1990 - 1999","Mäntsälä","2019",130581,13805,13727,10257,6219,11284,1704,4750,13943,14459,12101,548
"1990 - 1999","Mänttä-Vilppula","2019",24540,14797,2780,3460,2224,4804,1454,480,2644,29663,15818,0
"1990 - 1999","Mäntyharju","2019",34222,9135,7030,3908,413,3465,1174,2569,855,4579,2271,0
"1990 - 1999","Naantali","2019",77382,36623,59249,8368,5581,5207,1877,3758,4368,26670,25078,47
"1990 - 1999","Nakkila","2019",25014,4256,1867,430,2102,4372,1314,73,0,7898,4091,1163
"1990 - 1999","Nivala","2019",58320,14046,8535,8410,0,2498,877,8979,2836,30854,3059,241
"1990 - 1999","Nokia","2019",97352,32265,30956,26772,4105,7736,3777,6337,2053,36437,4458,353
"1990 - 1999","Nousiainen","2019",32293,2396,4170,1039,0,529,0,1797,471,2710,476,259
"1990 - 1999","Nurmes","2019",36958,5402,5910,10682,27,3970,2589,4524,0,8932,9092,0
"1990 - 1999","Nurmijärvi","2019",254961,55038,42061,17730,1350,14401,7136,12178,23023,39361,33727,294
"1990 - 1999","Närpiö","2019",50239,4601,1937,6440,2109,10195,1440,7305,7181,17963,7613,113
"1990 - 1999","Orimattila","2019",90891,15207,14348,1165,3234,12048,9947,1482,5073,28570,11319,4770
"1990 - 1999","Oripää","2019",5913,1618,0,0,853,1793,385,325,0,3102,400,285
"1990 - 1999","Orivesi","2019",32188,13152,6491,8988,1230,1954,5878,3246,1160,7011,4142,56
"1990 - 1999","Oulainen","2019",37996,7175,10508,9100,132,3383,1911,3144,10676,25644,3358,229
"1990 - 1999","Oulu","2019",677143,275310,546037,65622,139256,113346,32689,47742,75188,285369,75592,6873
"1990 - 1999","Outokumpu","2019",20573,9226,1979,5567,44,643,1700,579,1008,23439,7118,0
"1990 - 1999","Padasjoki","2019",16625,3157,0,3805,479,2525,1472,687,0,2327,1440,0
"1990 - 1999","Paimio","2019",49035,16316,16282,861,95,2532,3704,1541,6109,11528,5071,70
"1990 - 1999","Paltamo","2019",18691,5127,0,2437,497,2505,0,146,0,783,3395,78
"1990 - 1999","Parainen","2019",84805,7469,7669,16218,2116,11596,2754,4591,739,15820,4151,398
"1990 - 1999","Parikkala","2019",29322,4229,4449,2123,1997,2613,3746,442,0,11359,2151,0
"1990 - 1999","Parkano","2019",37403,5603,5931,5990,36,6233,4651,3175,0,30485,16906,0
"1990 - 1999","Pedersören kunta","2019",61772,4399,854,3441,529,14632,3972,2052,0,4556,12375,1440
"1990 - 1999","Pelkosenniemi","2019",8630,1251,0,11922,0,460,0,0,600,1826,469,391
"1990 - 1999","Pello","2019",18981,1166,0,986,1418,2313,0,499,0,3326,1613,141
"1990 - 1999","Perho","2019",13497,2613,0,158,0,1923,0,1546,14,1858,2489,571
"1990 - 1999","Pertunmaa","2019",13360,3322,0,905,0,874,237,77,0,1460,1073,0
"1990 - 1999","Petäjävesi","2019",21853,5478,0,1407,0,2271,5067,0,0,896,572,748
"1990 - 1999","Pieksämäki","2019",84925,13180,9713,12445,6030,8674,3151,5776,1957,10172,7320,75
"1990 - 1999","Pielavesi","2019",20768,5644,0,1399,365,4651,920,638,0,3614,1197,0
"1990 - 1999","Pietarsaari","2019",71938,4624,19782,8574,4013,9314,0,11482,3075,19702,30756,41
"1990 - 1999","Pihtipudas","2019",19216,6863,432,3522,2638,4615,5474,943,0,7156,2148,0
"1990 - 1999","Pirkkala","2019",66813,16943,8517,29857,6657,10428,5842,1694,0,17185,9844,439
"1990 - 1999","Polvijärvi","2019",28850,6441,0,5132,0,5557,0,3155,0,3740,1376,0
"1990 - 1999","Pomarkku","2019",12252,1762,0,523,0,2087,0,667,0,5325,1064,38
"1990 - 1999","Pori","2019",306761,98525,86036,31403,17088,53080,38417,44606,19303,137695,111635,1646
"1990 - 1999","Pornainen","2019",46037,3321,630,2299,0,5020,1924,424,0,554,1553,248
"1990 - 1999","Porvoo","2019",181632,38560,84473,18487,13064,19651,13680,3017,17430,53222,17945,1434
"1990 - 1999","Posio","2019",17073,4813,0,1659,0,1080,2097,743,0,1560,713,0
"1990 - 1999","Pudasjärvi","2019",44023,10851,1357,15383,1025,5985,2370,3665,8457,9517,3357,741
"1990 - 1999","Pukkila","2019",15289,1752,1065,286,643,1812,0,0,0,1445,1019,0
"1990 - 1999","Punkalaidun","2019",11099,6000,715,117,20,954,2486,934,0,1364,3291,25
"1990 - 1999","Puolanka","2019",15296,5865,0,2126,1093,2548,0,2472,0,3712,1339,144
"1990 - 1999","Puumala","2019",15716,2672,0,2788,2541,1093,916,0,771,0,2579,25
"1990 - 1999","Pyhtää","2019",40467,7116,1022,4556,58,4230,209,0,0,8193,3885,125
"1990 - 1999","Pyhäjoki","2019",23317,5204,0,261,65,1613,4033,577,1841,363,3133,80
"1990 - 1999","Pyhäjärvi","2019",24562,5956,2278,6570,0,3047,6082,606,0,9387,2832,119
"1990 - 1999","Pyhäntä","2019",6560,1315,0,0,1287,1588,0,692,0,2722,1092,0
"1990 - 1999","Pyhäranta","2019",13589,1699,0,515,251,2800,310,133,0,2264,542,583
"1990 - 1999","Pälkäne","2019",40411,7581,2959,4708,807,3137,2022,708,682,6626,2646,230
"1990 - 1999","Pöytyä","2019",50121,6968,869,1240,405,5016,4458,250,0,24297,7599,212
"1990 - 1999","Raahe","2019",106271,29394,18347,20351,6906,18846,9951,3849,2110,46369,22765,2618
"1990 - 1999","Raasepori","2019",125985,20214,19017,23147,6883,11005,2840,7311,1023,15340,10794,1304
"1990 - 1999","Raisio","2019",105441,45170,62517,35841,1487,11977,0,4047,4847,22029,21693,0
"1990 - 1999","Rantasalmi","2019",17274,4463,1237,4969,0,1264,729,1506,0,1347,2654,105
"1990 - 1999","Ranua","2019",19055,6080,0,2782,1487,2326,884,2896,0,4668,8751,1018
"1990 - 1999","Rauma","2019",117389,25820,33609,43007,18632,14337,1386,11766,6747,157799,75033,1277
"1990 - 1999","Rautalampi","2019",15122,4362,0,3183,1136,420,836,0,0,2767,150,0
"1990 - 1999","Rautavaara","2019",9329,2935,0,349,276,232,0,76,0,1943,1266,0
"1990 - 1999","Rautjärvi","2019",15881,7804,0,308,26,1026,0,0,2252,4102,994,54
"1990 - 1999","Reisjärvi","2019",17996,4023,0,345,0,1239,317,121,3236,446,904,0
"1990 - 1999","Riihimäki","2019",82146,34402,51224,33134,10418,12532,958,4284,5935,22409,21620,0
"1990 - 1999","Ristijärvi","2019",8452,425,0,0,724,879,0,361,0,431,203,0
"1990 - 1999","Rovaniemi","2019",262222,69064,167234,76227,5587,41569,14319,31644,15391,33355,21722,4507
"1990 - 1999","Ruokolahti","2019",37218,9312,0,3518,549,1247,665,232,0,4371,1555,124
"1990 - 1999","Ruovesi","2019",21065,6376,1952,3181,160,3336,0,2694,0,23928,2815,109
"1990 - 1999","Rusko","2019",51428,2501,0,1065,0,2529,0,148,3277,19352,1150,644
"1990 - 1999","Rääkkylä","2019",16577,1105,0,676,0,59,566,1672,0,3459,4646,307
"1990 - 1999","Saarijärvi","2019",64844,14968,1974,10165,557,8344,3941,952,565,18972,5437,88
"1990 - 1999","Salla","2019",15001,2789,1290,5074,19,1980,5628,2976,0,2395,245,0
"1990 - 1999","Salo","2019",211051,88315,86440,55333,2635,39023,16096,16292,9910,92600,38978,994
"1990 - 1999","Saltvik","2019",10537,912,0,644,0,1686,2028,249,0,474,2594,0
"1990 - 1999","Sastamala","2019",104707,22410,14285,17682,501,9320,3138,4750,186,20022,16734,2024
"1990 - 1999","Sauvo","2019",26961,4481,795,196,0,3205,1387,16,3127,988,359,0
"1990 - 1999","Savitaipale","2019",25865,6060,0,654,126,3828,284,1887,0,4360,1652,0
"1990 - 1999","Savonlinna","2019",158430,65689,60143,46872,2385,13786,13494,16733,6964,29340,12449,236
"1990 - 1999","Savukoski","2019",9523,706,0,868,690,7,155,489,0,21,55,179
"1990 - 1999","Seinäjoki","2019",266150,109905,99152,91022,15337,17523,9027,7424,36953,91560,59413,1260
"1990 - 1999","Sievi","2019",31305,10123,4019,1814,980,3583,1692,1986,2433,36456,1888,71
"1990 - 1999","Siikainen","2019",8064,1973,0,1100,0,3432,0,2379,0,107,743,0
"1990 - 1999","Siikajoki","2019",32981,6495,0,890,159,2389,5447,806,41,8797,6844,0
"1990 - 1999","Siikalatva","2019",31475,5974,0,1291,334,3803,4218,1070,64,6541,2656,239
"1990 - 1999","Siilinjärvi","2019",112111,36843,9621,8987,4583,12514,1405,7567,4688,5172,8583,0
"1990 - 1999","Simo","2019",22179,2023,0,513,0,1167,478,404,0,1196,883,84
"1990 - 1999","Sipoo","2019",139513,6951,14280,10594,11218,6701,8122,3332,1822,64475,1532,591
"1990 - 1999","Siuntio","2019",52916,1993,0,2313,990,5564,202,0,0,7189,206,0
"1990 - 1999","Sodankylä","2019",54167,22095,8869,13040,360,3123,7181,1437,0,8373,3100,136
"1990 - 1999","Soini","2019",14783,2277,0,1038,0,0,81,0,0,3398,5480,0
"1990 - 1999","Somero","2019",51150,10677,2017,6236,1501,9202,16986,3272,0,13132,13339,57
"1990 - 1999","Sonkajärvi","2019",21723,6012,0,324,233,124,523,1730,0,4214,1292,0
"1990 - 1999","Sotkamo","2019",59645,12346,13183,26016,1495,972,13384,13717,0,4268,3595,1560
"1990 - 1999","Sottunga","2019",337,198,0,60,0,237,0,0,0,0,0,0
"1990 - 1999","Sulkava","2019",14510,3225,0,605,0,1769,1910,2760,0,1831,820,104
"1990 - 1999","Sund","2019",4077,854,0,472,544,1400,0,36,20,125,0,60
"1990 - 1999","Suomussalmi","2019",45630,12852,7514,7305,1073,1649,7450,2061,0,13009,1344,0
"1990 - 1999","Suonenjoki","2019",23848,5491,9594,2990,827,1112,5616,6057,2856,8076,3718,0
"1990 - 1999","Sysmä","2019",17354,10139,841,4090,0,1833,2583,0,0,7158,426,0
"1990 - 1999","Säkylä","2019",35230,7766,6090,4826,1122,5354,618,5030,0,5105,14563,791
"1990 - 1999","Taipalsaari","2019",40586,8678,640,587,0,2969,267,571,0,3678,1010,0
"1990 - 1999","Taivalkoski","2019",23248,2613,2098,5668,479,2042,429,0,0,3965,11943,178
"1990 - 1999","Taivassalo","2019",8717,922,0,2061,2879,1142,1078,60,0,2786,1271,126
"1990 - 1999","Tammela","2019",56266,6796,1024,8908,6611,2501,1124,9442,0,18139,5331,53
"1990 - 1999","Tampere","2019",373578,220560,752349,126171,173893,33817,55392,56599,100060,192617,96520,19480
"1990 - 1999","Tervo","2019",8519,2194,0,1061,615,716,0,1185,0,3635,1086,0
"1990 - 1999","Tervola","2019",18521,3350,0,132,109,2879,0,0,0,10014,1105,0
"1990 - 1999","Teuva","2019",24800,2929,1038,931,1191,594,0,1252,160,3781,3078,202
"1990 - 1999","Tohmajärvi","2019",20818,3958,0,2850,0,2564,677,1968,0,3067,613,79
"1990 - 1999","Toholampi","2019",20488,2895,0,1857,0,898,7690,144,50,10508,5699,311
"1990 - 1999","Toivakka","2019",18350,4757,0,1633,411,498,491,162,0,5602,4027,33
"1990 - 1999","Tornio","2019",131058,14791,30919,10067,4612,22573,8809,4898,3595,18243,16431,2683
"1990 - 1999","Turku","2019",274935,273798,654311,107969,69858,92561,65914,29688,28276,87646,81066,2981
"1990 - 1999","Tuusniemi","2019",12290,2057,0,985,0,1837,0,785,0,497,116,0
"1990 - 1999","Tuusula","2019",207626,37163,58520,21527,2930,9666,3784,8715,9376,28068,19994,67
"1990 - 1999","Tyrnävä","2019",45919,5335,0,145,225,1792,2623,808,3259,1420,2423,104
"1990 - 1999","Ulvila","2019",73825,8974,14192,2666,4674,6588,1551,2125,4200,14784,3222,74
"1990 - 1999","Urjala","2019",25681,9374,1066,517,0,3736,0,2509,281,4767,6307,0
"1990 - 1999","Utajärvi","2019",20596,4601,0,1204,0,919,1051,3103,0,1060,2514,114
"1990 - 1999","Utsjoki","2019",11404,1963,72,2342,0,217,0,112,167,472,670,0
"1990 - 1999","Uurainen","2019",24561,3397,0,324,0,638,1142,1326,0,1437,1004,0
"1990 - 1999","Uusikaarlepyy","2019",31517,3908,3913,165,1481,7705,4245,571,0,10058,14265,1100
"1990 - 1999","Uusikaupunki","2019",40744,8381,6925,5629,1988,5888,1687,5073,280,35232,6195,69
"1990 - 1999","Vaala","2019",17594,7496,0,2461,286,1529,196,442,0,8491,2787,0
"1990 - 1999","Vaasa","2019",180859,31361,211036,39047,31192,28374,13217,9548,21500,33798,22580,2419
"1990 - 1999","Valkeakoski","2019",33544,13559,23100,15982,171,8451,1883,6214,13276,61546,15263,252
"1990 - 1999","Vantaa","2019",545991,266096,684545,210290,229395,294334,87124,35354,24724,315836,291585,14028
"1990 - 1999","Varkaus","2019",71423,24072,20536,17496,1485,14932,2525,8307,0,17736,14651,23
"1990 - 1999","Vehmaa","2019",8667,1728,1330,719,0,2446,0,246,0,720,866,0
"1990 - 1999","Vesanto","2019",10382,5592,0,840,0,1532,1527,62,0,8279,89,0
